,author,body,date,helpful,rating,title
1477,['V. Williams'],"[""The lid doesn't always seal. There should be an indicator to show this.  Definitely not as advertised.""]","['on December 16, 2014']",['\n      10 people found this helpful.\n    '],['3.0 out of 5 stars'],['Three Stars']
1478,['Margaret Belanger'],['I have never reviewed a product before but after reading all of the negative reviews I decided to review this product. I made chicken wings last night with no testing of the gasket as everyone said to do. They were done in 10 minutes fall of the bone good. So I am not sure what everyone is complaining about. I am going to make beef stroganoff tonight so unless you hear from me again everything is still great. Highly recommended so far.'],"['on December 11, 2014']",['\n      7 people found this helpful.\n    '],['5.0 out of 5 stars'],['They were done in 10 minutes fall of the bone good. So I am not sure what everyone is ...']
1479,['Pijush Choudhury'],"['defective product, cost me $35.00 to return it.']","['on April 19, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1480,['Jeff Stalnaker'],['Great product'],"['on January 7, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1481,['Paul Lagana'],['no recipies found'],"['on April 27, 2015']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['Five Stars']
1482,['YVM37'],"[""This product does work well, my only complaint is that it isn't very easy to clean.  I've soaked and scrubbed the inside and it still has whitish stains in it.""]","['on January 25, 2017']",['\n      2 people found this helpful.\n    '],['3.0 out of 5 stars'],['Not too easy to clean']
1483,['Albert P.'],"[""All the recipes are for many people. I'm a 74 year old widower and live alone. No recipes for one.""]","['on July 26, 2016']",['\n      One person found this helpful.\n    '],['3.0 out of 5 stars'],"[""All the recipes are for many people. I'm a ...""]"
1484,['A.L.'],['Do not Do what its showing on T.v. and in cookbook..'],"['on October 9, 2015']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['Two Stars']
1485,['J. Walker'],"[""I bought this and it took weeks before I got it to pressurize properly. The next time I plugged it in, the device was dead (no lights came on, and- yes I checked the plug). Instructions leave you scanning the web to make sure you are programming it correctly. Nonetheless, really liked simplicity and utility of the product- wish it hadn't broken.""]","['on June 11, 2016']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['Great if it worked!']
1486,['Debbie Ledien'],"['Extremely happy with this product.', ""I've never used a pressure cooker before but this is great."", ""My sister had the old fashion kind for 40 years and I gave her one and she's thrilled also.""]","['on February 4, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Extremely happy with this product']
1487,['JOANNE KOMENDA'],"['This is GREAT  This is the 3rd  one of these I have purchased. Got one for granddaughters shower and this is the 2nd one for Christmas gift..I have this and it is amazing. There is never "" I don\'t have time to cook"" withthis  cooker,  Do yourself a favor and snap this up at this price. I have paid double for it and still was satisfied. Don\'t miss out Simple to use and clean']","['on December 12, 2016']",['\n      46 people found this helpful.\n    '],['4.0 out of 5 stars'],['This is GREAT!']
1488,['neeters'],"[""I bought this in early December and it just quit working today. I don't think I would buy another one. Only lasted 8 months.""]","['on August 30, 2016']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['power pressure cooker xl 6 qt review']
1489,['Katherine L. Wenig'],"['As a child I was always afraid of pressure cookers  This one is easy to use with the detailed settings.  Directions were a bit confusing at first, but finally was able to understand them.  We really like it.']","['on October 21, 2014']",['\n      16 people found this helpful.\n    '],['5.0 out of 5 stars'],['... was always afraid of pressure cookers This one is easy to use with the detailed settings']
1490,['Melissa'],['Stopped working after 2 months....E4 Error'],"['on September 14, 2015']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1491,['Kimico'],"[""I am very disappointed in this product. I bought it to learn to can and to replace my broken digital pressure cooker. The instructions and product info is so bad that I am not even sure if it was broken when I got it or if I'm doing something wrong. It just doesn't work. Sadly, I kept trying and waited too long to try to return it so I can't. My previous digital pressure cooker was far superior, it just didn't have the canning feature. I will rebuy the one I dropped/damaged and throw this one out.""]","['on May 21, 2016']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['Not pleased.']
1492,['Linda H. Wilkinson'],['Loved it loved it loved it'],"['on January 27, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1493,['huggie Bear'],['My likes this product. He cooks everything in it.'],"['on July 31, 2016']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1494,['Gman'],['👨🏻\u200d🍳👨🏻\u200d🍳👨🏻\u200d🍳👨🏻\u200d🍳👨🏻\u200d🍳'],"['on February 4, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1495,['Dusty Rhodes'],"['If you have used a pressure cooker, non-electric, years ago, this will be a huge disappointment. The old type that could lock up could tenderize a boot. This is just a pot. Only a grizzle bear could eat the meat. It boils potatoes just fine, but so does a $5 pot.']","['on December 31, 2016']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['GREAT POT FOR THE BEAR FAMILY']
1496,['Kim G.'],['how do I fix my none sealing 8 qt unit'],"['on July 31, 2016']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1497,['Gale Waters'],['could not get it to work for me.'],"['on June 6, 2015']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1498,['Ricky Gentle'],['Cheap design'],"['on April 1, 2016']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1499,['Jerry Strong'],"[""Excellent product, it was purchased as a Christmas gift. It has not been used, but going the the manual I'm sure I received a great value""]","['on November 26, 2015']",[],['5.0 out of 5 stars'],['Excellent buy']
1500,['randy edwards'],"['This thing is a JOKE, does not work like they claim. Would not recomend this product to anyone,']","['on February 3, 2015']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],"[""Don't waste your money""]"
1501,['Buke'],"[""EXCELLENCE at it's best!!!""]","['on February 11, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1502,['alexis mitchell radford sr'],['good product'],"['on February 14, 2015']",[],['3.0 out of 5 stars'],['Three Stars']
1503,['randy L calloway'],['OK'],"['on February 19, 2015']",[],['4.0 out of 5 stars'],['Four Stars']
1504,['Hummy'],"[""I have  6-quart pressure cooker and I love it!  I bought this 8-quart one for a friend and I'm sure she will love this too.""]","['on January 30, 2017']",[],['5.0 out of 5 stars'],['Cook']
1505,['Jorge Perez'],['Not even near to the commercial'],"['on April 27, 2016']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1506,['Richard B.'],"[""Didn't cook as well as expected. Don't use any more.""]","['on April 23, 2016']",[],['1.0 out of 5 stars'],"[""Doesn't cook well""]"
1507,['dickie kesey'],['Great cooker'],"['on July 5, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1508,['Johnny E. Mitchell'],['I have not used it yet but I love the look'],"['on February 11, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1509,['J. Jerd'],['Lid is cumbersome and sloppy to use. Steam valve is floppy and bad design. Written directions are poorly written and without enough detail. I would NEVER purchase this piece of crap again.'],"['on October 22, 2015']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['Steam valve is floppy and bad design. Written directions are poorly written and without ...']
1510,['W. Lawson'],"['These were ordered by mistake and returned!  Looked very good and, just guessing, probably just as good as a InstaPot.']","['on January 27, 2018']",[],['3.0 out of 5 stars'],"['Looked very good and, just guessing']"
1511,['Billie Short'],"[""Couldn't be happier!""]","['on October 7, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1512,['Jenna Wolfswinkel'],['Not impressed with the pressure cooker. I was very excited about it but meat turns out tough and rubbery'],"['on April 12, 2016']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1513,['James V. Fitzgerald'],"[""SSShhhhh!  This is a Christmas Present for my Wife. It's hard to  surprize her.""]","['on December 10, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['SSShhhhh! This is a Christmas Present for my Wife ...']
1514,['juptain'],"[""Bought in November and now it won't work.""]","['on January 28, 2017']",['\n      6 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1515,['Amazon Customer'],['As expected.  Also came with a chopper.'],"['on January 30, 2017']",[],['5.0 out of 5 stars'],['As expected. Also came with a chopper.']
1516,['Kory'],['WORKS GREAT LOVE IT'],"['on April 28, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1517,['diannerae'],"[""I haven't used it yet but i already love it. easy to take apart and clean. I will do a test run today and then if I get it right I will make a roast in 40 minutes. I had the old fashion pressure cooker that I learned on and look forward to using the new electric digital. I got tu use it and I plan to use it alot. Great investment.""]","['on March 10, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Look forward to using it often.']
1518,['Marcie L.'],['Very difficult to operate.'],"['on February 27, 2017']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1519,['Andrew H.'],['We love it!'],"['on September 15, 2015']",['\n      3 people found this helpful.\n    '],['5.0 out of 5 stars'],['Awesome!']
1520,['Dorca'],"[""I guess I'm still fuming... I paid twenty dollars less and I didn't get the cook books (regular and canning) but again food particles---really?""]","['on May 25, 2016']",[],['1.0 out of 5 stars'],"[""I guess I'm still fuming... I paid ...""]"
1521,['Lisa Sappington'],['There are very few recipes for this.  It has worked so far on items I cooked using the cooking pamplet I received with it.'],"['on March 9, 2015']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['There are very few recipes for this. It has ...']
1522,['Louise Jensen'],['delivered as promised'],"['on March 29, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1523,['Tony W. Yuen'],['Excellent'],"['on March 29, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1524,['Amazon Customer'],['nice deal'],"['on December 22, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1525,['John Ricker'],['Did not receive the Pizza rack & Misc that was avertized on TV'],"['on April 11, 2015']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1526,['Luis'],"[""It doesn't come with a cookbook""]","['on October 23, 2015']",[],['4.0 out of 5 stars'],['Four Stars']
1527,['Timothy Flores'],['Great!!!!'],"['on March 10, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1528,['Virginia Spruill'],"[""haven't used it enough yet, but so far, it is great.""]","['on June 4, 2015']",[],['4.0 out of 5 stars'],['it is great.']
1529,['Elizabeth Whisamore'],['Where have you been all my life?'],"['on April 1, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1530,['Sylvester Davis Sr.'],['Excellent pressure cooker'],"['on June 12, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1531,['Scott Anderson'],['all good'],"['on September 25, 2015']",['\n      5 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1532,['J. Myles'],"['I realize that I will be criticized for posting a review that is not for the actual product, but the material and manufacturing of the product.  But as an engineer, I am stuck in “think about it” mode.', '  The “non-stick” surface of the Power Pressure Cooker cooking insert is made of Teflon.', '  Teflon, invented by DuPont in the 1930s, became as much a symbol of kitchen convenience as cling wrap and the food processor.', '  But the use of Teflon SHOULD be coming to a sticky end - because the manufacturing process uses a chemical that potentially causes cancer, and the US Environmental Protection Agency (EPA) wants the use of this chemical phased out.', '  The chemical - called perfluorooctanoic acid, or PFOA - is used to make compounds called fluoropolymers, which are used in turn to make Teflon and other products like oil and water-repellent coatings on carpet, textiles, leather and paper.', ""  It's known that PFOA is widespread in the blood of the general population (though in low concentrations), where it stays for up to 10 years before being eliminated. In laboratory animals, PFOA has been shown cause cancer, liver damage, growth defects, immune-system damage and death. There isn't direct evidence that it's harmful to humans."", ""  An EPA advisory board of 17 scientists unanimously recommended PFOA be labelled a 'likely carcinogen' (a carcinogen is a cancer-causing substance) in humans."", '  So Maybe, the Power Pressure Cooker has a major price reduction because the company is trying desperately to get rid of a Teflon product.  The stainless steel insert model is much more expensive.', '  I was seriously considering purchasing this product before I came to Amazon.com and read a full description of the product.  Which is a description that is not included in the TV ads.  ALso note that the original manufacturer of this product does nto offer it any more.', '  I realize that the use of Teflon may not be an issue for some, but the fact that it is used in this high pressure cooking system should be considered before purchase.  Hope that helps.']","['on November 30, 2014']","['\n      3,023 people found this helpful.\n    ']",['1.0 out of 5 stars'],['A note of caution before purchase.']
